Name:360 rechts;
Device:None;
Time:1531139243.41691;Event:rotate;Location:None;Value:10.095504206285;Sum:135.430306426943;
Time:1531139243.45729;Event:rotate;Location:None;Value:12.094344178637;Sum:147.52465060558;
Time:1531139243.49767;Event:rotate;Location:None;Value:8.095640497648;Sum:155.620291103228;
Time:1531139243.53805;Event:rotate;Location:None;Value:8.094777108542;Sum:163.71506821177;
Time:1531139243.57843;Event:rotate;Location:None;Value:15.904864073293;Sum:179.619932285063;
Time:1531139243.61882;Event:rotate;Location:None;Value:18.287661734054;Sum:197.907594019117;
Time:1531139243.65920;Event:rotate;Location:None;Value:18.0964964789;Sum:216.004090498017;
Time:1531139243.69958;Event:rotate;Location:None;Value:16.096256206431;Sum:232.100346704448;
Time:1531139243.73996;Event:rotate;Location:None;Value:14.094893068703;Sum:246.195239773151;
Time:1531139243.78034;Event:rotate;Location:None;Value:14.38486879737;Sum:260.580108570521;
Time:1531139243.82072;Event:rotate;Location:None;Value:17.802406317292;Sum:278.382514887813;
Time:1531139243.86110;Event:rotate;Location:None;Value:14.095106972785;Sum:292.477621860598;
Time:1531139243.90148;Event:rotate;Location:None;Value:10.095093419288;Sum:302.572715279886;
Time:1531139243.94186;Event:rotate;Location:None;Value:10.762415270979;Sum:313.335130550865;
Time:1531139243.98224;Event:rotate;Location:None;Value:7.769775617962;Sum:321.104906168827;
Time:1531139244.02262;Event:rotate;Location:None;Value:4.323738343504;Sum:325.428644512331;
Time:1531139244.06300;Event:rotate;Location:None;Value:7.206380320341;Sum:332.635024832672;
Time:1531139244.10338;Event:rotate;Location:None;Value:8.063588016215;Sum:340.698612848887;
Time:1531139244.14376;Event:rotate;Location:None;Value:6.729722398951;Sum:347.428335247838;
Time:1531139244.18415;Event:rotate;Location:None;Value:8.064937295223;Sum:355.493272543061;
Time:1531139244.22453;Event:rotate;Location:None;Value:4.240870689754;Sum:359.734143232815;
Time:1531139244.26491;Event:rotate;Location:None;Value:7.695581160112;Sum:367.429724392927;
Time:1531139244.30529;Event:rotate;Location:None;Value:6.920362826912;Sum:374.350087219839;
Time:1531139244.34567;Event:rotate;Location:None;Value:6.189943009261;Sum:380.5400302291;
Time:1531139244.38605;Event:rotate;Location:None;Value:3.364721008608;Sum:383.904751237708;
Time:1531139244.42643;Event:rotate;Location:None;Value:3.365265939394;Sum:387.270017177102;
Time:1531139244.46681;Event:rotate;Location:None;Value:5.999919159584;Sum:393.269936336686;
Time:1531139244.50719;Event:rotate;Location:None;Value:6.730063663314;Sum:4E+2;
Time:1531139241.963207;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.00359;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.04397;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.08435;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.12473;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.16511;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.20549;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.24587;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.28625;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.32663;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.36701;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.40739;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.44778;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.48816;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.52854;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.56892;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.60930;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.64968;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.69006;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.73044;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.77082;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.81120;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.85158;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.89196;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.93234;Event:button;Location:None;Value:0;Sum:None;
Time:1531139242.97272;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.01311;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.05349;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.09387;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.13425;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.17463;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.21501;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.25539;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.29577;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.33615;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.37653;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.41691;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.45729;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.49767;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.53805;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.57843;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.61882;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.65920;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.69958;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.73996;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.78034;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.82072;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.86110;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.90148;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.94186;Event:button;Location:None;Value:0;Sum:None;
Time:1531139243.98224;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.02262;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.06300;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.10338;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.14376;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.18415;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.22453;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.26491;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.30529;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.34567;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.38605;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.42643;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.46681;Event:button;Location:None;Value:0;Sum:None;
Time:1531139244.507191;Event:button;Location:None;Value:0;Sum:None;
Time:1531139241.963207;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.00359;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.04397;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.08435;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.12473;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.16511;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.20549;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.24587;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.28625;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.32663;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.36701;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.40739;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.44778;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.48816;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.52854;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.56892;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.60930;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.64968;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.69006;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.73044;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.77082;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.81120;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.85158;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.89196;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.93234;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139242.97272;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.01311;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.05349;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.09387;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.13425;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.17463;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.21501;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.25539;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.29577;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.33615;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.37653;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.41691;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.45729;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.49767;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.53805;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.57843;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.61882;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.65920;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.69958;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.73996;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.78034;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.82072;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.86110;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.90148;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.94186;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139243.98224;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.02262;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.06300;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.10338;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.14376;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.18415;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.22453;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.26491;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.30529;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.34567;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.38605;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.42643;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.46681;Event:touchEvent;Location:None;Value:0;Sum:None;
Time:1531139244.507191;Event:touchEvent;Location:None;Value:0;Sum:None;
