0,0
0,108697857175555
0,21739571435111
0,326093571526665
0,43479142870222
0,543489285877775
0,65218714305333
0,760885000228885
0,86958285740444
0,978280714579995
1,08697857175555
1,1956764289311
1,30437428610666
1,41307214328222
1,52177000045777
1,63046785763332
1,73916571480888
1,84786357198444
1,95656142915999
2,06525928633554
2,1739571435111
2,28265500068666
2,39135285786221
2,50005071503776
2,60874857221332
2,71744642938888
2,82614428656443
2,93484214373998
3,04354000091554
3,1522378580911
3,26093571526665
3,3696335724422
3,47833142961776
3,58702928679332
3,69572714396887
3,80442500114442
3,91312285831998
4,02182071549554
4,13051857267109
4,23921642984664
4,3479142870222
4,45661214419776
4,56531000137331
4,67400785854886
4,78270571572442
4,89140357289998
5,00010143007553
5,10879928725108
5,21749714442664
5,3261950016022
5,43489285877775
5,5435907159533
5,65228857312886
5,76098643030442
5,86968428747997
5,97838214465552
6,08708000183108
6,19577785900664
6,30447571618219
6,41317357335774
6,5218714305333
6,63056928770886
6,73926714488441
